SF Depot 3 
SF Depot-2 (Minnesota St Outbound) 5 
SF I29-1 0.0176056 
SF-P22 0.00790722 
SF-P24 0.0100469 
SF-P26 0.016538 
SF-P30 0.0107296 
SF-Q21-1 0.0233281 
SF-Q21-2 0.0218341 
SF-Q22-1 0.00877193 
SF-Q22-2 0.012205 
SF-Q23-3 0.0160085 
SF-Q26 0.0188206 
SF-Q30 0.0105337 
SF-R19 0.0198151 
SF-R20 0.0291829 
SF-R24 0.0117739 
SF-R26 0.05 
SF-S21 0.0441176 
SF-S22-1 0.0149402 
SF-S22-2 0.0526316 
SF-S24 0.0135747 
SF-S29 0.078125 
SF-S30 0.112782 
SF-T20 0.0229008 
SF-T21 0.0462963 
SF-T22 0.0173611 
SF-U21 0.0487013 
SF-U30 0.288462 
SF-V28 0.194805 
SF-V29 0.176471 
SF-V30 0.535714 
SF-V31 0.714286 
SF-V32 0.365854 
SF-W14 0.147059 
SF-W19 0.0704225 
SF-W19-2 0.106383 
SF-W29 0.428571 
SF-W8 0.16129 
SF-X14 0.9375 
SF-X19 0.211268 
SF-X29 0.340909 
SF-X30 0.681818 
SF-Y14 0.159574 
SF-Y25 0.789474 
SF-Y27 0.681818 
SF-Y29 0.348837 
SF-Y30 0.178571 
SF-Z16 0.882353 
SF-Z28 0.375 
SF-Z6 0.112782 
SF-Z7 0.138889 
